,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,trips
1293600,Bushwick Ave & Dekalb Ave,6 Ave & Broome St,40.694999933,-73.928169489,40.72431,-74.00473,1
871724,Amsterdam Ave & W 73 St,W 74 St & Columbus Ave,40.779611468,-73.98058652899999,40.7785669,-73.97754961,1
1328374,Canal St & Rutgers St,E 2 St & Avenue B,40.714175224,-73.989771247,40.72217444,-73.98368779,1
2089262,E 33 St & 5 Ave,E 40 St & Park Ave,40.747729897,-73.984746456,40.750756,-73.978326,1
514029,5 Ave & E 72 St,E 81 St & Park Ave,40.77282817,-73.96685276,40.77677702,-73.9590097,150
604380,6 Ave & W 34 St,W 15 St & 6 Ave,40.74957037,-73.98802948,40.738046142482766,-73.99642959237099,1
3041945,Kent Ave & Division Ave,5 Ave & 37 St,40.706563674670925,-73.9683187007904,40.652657,-74.002356,1
472161,48 Ave & 5 St,43 St & 50 Ave,40.744397402,-73.95581305,40.73787237950538,-73.92264068126678,1
4261299,W 148 St & Amsterdam Ave,Frederick Douglass Blvd & W 115 St,40.82705605,-73.94599843,40.8038654,-73.9559308,1
1300769,Bushwick Ave & Harman St,Nassau Ave & Newell St,40.693668127,-73.925307274,40.724812564400175,-73.94752621650696,1
1764544,E 10 St & Avenue A,W 27 St & 7 Ave,40.727497458,-73.981566668,40.746647,-73.993915,1
656620,7 Ave S & Bleecker St,Broadway & E 19 St,40.731803656,-74.003768206,40.73866091428551,-73.98987293243407,1
2553850,Emerson Pl & Myrtle Ave,State St & Smith St,40.693591356,-73.962216854,40.68917,-73.9886,1
436091,43 St & 23 Ave,E 59 St & Madison Ave,40.769673,-73.906018,40.76350532,-73.97109243,3
1442667,Central Park West & W 68 St,Edgecombe Ave & W 145 St,40.773281217,-73.977832556,40.823498,-73.94386,1
3775141,Rivington St & Ridge St,E 9 St & Avenue C,40.718498468,-73.98334968099999,40.72521311,-73.97768752,1
3920606,St James Pl & Pearl St,Fulton St & William St,40.711165071,-74.000253439,40.70960089363537,-74.00655090808868,1
2260847,E 54 St & 1 Ave,E 81 St & York Ave,40.756208777,-73.96416223,40.7728384,-73.94989233,1
4035762,Sullivan St & Washington Sq,E 17 St & 2 Ave,40.730226159,-73.999269485,40.73431166276575,-73.98372530937195,1
3031665,Johnson St & Gold St,Front St & Gold St,40.694843292,-73.983448267,40.70224,-73.982578,1
3591356,Park Ave & Marcus Garvey Blvd,Cedar St & Myrtle Ave,40.69862771,-73.941393495,40.697842,-73.926241,1
1939552,E 170 St & Clay Ave,Clay Ave & E 173 St,40.83716774,-73.908366919,40.843264,-73.904867,1
942990,Bainbridge Ave & Bedford Park Blvd,Jerome Ave & Bedford Park Blvd E,40.870030046,-73.885652423,40.87307,-73.88971,1
2028649,E 25 St & 2 Ave,W 22 St & 10 Ave,40.73880434,-73.979198694,40.74691959,-74.00451887,1
728120,8 Ave & W 52 St,E 72 St & Park Ave,40.763638616,-73.984882832,40.77118287540658,-73.96409422159195,1
1422017,Central Park W & W 103 St,E 118 St & Madison Ave,40.79558954105342,-73.96188408136368,40.8014866,-73.9442507,58
2288665,E 58 St & 1 Ave (NW Corner),Old Slip & South St,40.759125,-73.962658,40.703367,-74.007868,2
418905,4 Ave & E 12 St,Broadway & E 14 St,40.732603192,-73.990194798,40.73454567,-73.99074142,1
3359714,Mercer St & Bleecker St,31 Ave & Crescent St,40.72706363348306,-73.99662137031554,40.7658346,-73.9265474,1
1203362,Broadway & W 41 St,Broadway & W 41 St,40.755412936,-73.986647844,40.75513557,-73.98658032,1
4659981,W 50 St & 9 Ave,W 50 St & 9 Ave,40.763688326,-73.989164591,40.76360467795863,-73.98917958140373,1
4046089,Suydam St & Knickerbocker Ave,Columbia Heights & Cranberry St,40.702013,-73.923769,40.70037867,-73.99548059,3
4628495,W 47 St & 6 Ave,Gansevoort St & Hudson St,40.757968783,-73.982816696,40.73944820130404,-74.00507032871246,1
2478274,E 9 St & Avenue C,Forsyth St & Canal St,40.725239992,-73.977761865,40.7158155,-73.99422366,1
5102674,Wythe Ave & Metropolitan Ave,Broadway & Roebling St,40.716962695,-73.963088751,40.70924826276157,-73.96063148975372,1
1630543,Courtlandt Ave & E 149 St,St. Nicholas Ave & W 157 St,40.816402,-73.919549,40.832314,-73.94102,2
3249834,Loring Pl North & W 183 St,University Ave & W Burnside Ave,40.860440612,-73.909406304,40.85501,-73.910751,1
169060,17 St & 5 Ave,Montgomery St & Franklin Ave,40.663493,-73.991007,40.666439306870814,-73.9605563879013,7
4345991,W 20 St & 8 Ave,5 Ave & E 29 St,40.743648291,-74.000040174,40.7451677,-73.98683077,1
3494850,N 6 St & Bedford Ave,Bushwick Ave & McKibbin St,40.717486739,-73.958633423,40.705517,-73.93936,1
2315634,E 6 St & Avenue D,1 Ave & E 6 St,40.722303867,-73.976637125,40.72633085971696,-73.98616880178452,1
4683206,W 52 St & 6 Ave,W 63 St & Broadway,40.761513591,-73.980504274,40.77163851,-73.98261428,1
1224096,Broadway & W 51 St,W 84 St & Columbus Ave,40.763199568,-73.983480215,40.78499979,-73.97283406,1
3206492,Lexington Ave & E 26 St,Bergen St & Vanderbilt Ave,40.741853476,-73.983196259,40.6794388,-73.9680438,1
1330297,Canal St & Rutgers St,Henry St & Remsen St,40.714275956,-73.989886522,40.69400964865994,-73.99465128779411,1
1177001,Broadway & W 29 St,Greenwich St & W Houston St,40.746524334,-73.988860488,40.728846,-74.008591,1
3211518,Lexington Ave & E 29 St,E 1 St & Bowery,40.743231058,-73.981937528,40.72486122254819,-73.99213135242462,1
3951171,St Nicholas Ave & W 137 St,E 98 St & Park Ave,40.818477,-73.947568,40.78813,-73.95206,4
283538,3 Ave & E 172 St,3 Ave & E 172 St,40.839567304,-73.900305748,40.839586,-73.900277,1
737577,9 Ave & W 18 St,Greene Ave & Nostrand Ave,40.74317449,-74.00366443,40.6883337,-73.950916,1
1539988,Clinton St & Cherry St,Canal St & Rutgers St,40.711425185,-73.986729383,40.71427487,-73.98990025,1
2430035,E 84 St & Park Ave,28 St & 41 Ave,40.778838992,-73.957640767,40.751047,-73.93797,1
447276,44 St & 48 Ave,Graham Ave & Conselyea St,40.73941387498411,-73.92131969332695,40.715143,-73.944507,3
2346860,E 68 St & Madison Ave,E 60 St & York Ave,40.769121766,-73.967085958,40.759107,-73.959223,1
767701,Adam Clayton Powell Blvd & W 118 St,E 58 St & Madison Ave,40.804366231,-73.951518655,40.76302594280519,-73.97209525108337,1
3095735,Lafayette Ave & Ft Greene Pl,Lafayette Ave & St James Pl,40.686993957,-73.976937652,40.68851534,-73.9647628,1
2132487,E 40 St & Park Ave,E 11 St & Avenue B,40.750971317,-73.978357911,40.72746420692392,-73.97950418293476,1
2780573,Grand Concourse & E 167 St,Westchester Ave & E 156 St,40.834263,-73.917641,40.817802,-73.905203,2
241272,23 Ave & 27 St,62 St & Northern Blvd,40.776147485,-73.915254116,40.754176,-73.900318,1
34793,1 Ave & E 44 St,W 56 St & 6 Ave,40.75001986,-73.96905301,40.76340613,-73.97722479,55
705465,8 Ave & W 33 St,W 47 St & 10 Ave,40.751687169,-73.993827224,40.76269882,-73.99301222,1
3462103,Murray St & Greenwich St,Mercer St & Spring St,40.714986801,-74.011023641,40.72362738,-73.99949601,1
3088824,Lafayette Ave & Classon Ave,3 St & Prospect Park West,40.688977599,-73.960409999,40.668132,-73.97363831,1
2895343,Hancock St & Bedford Ave,W 30 St & 8 Ave,40.682194233,-73.953858376,40.74965268472847,-73.9952078461647,1
2148619,E 41 St & Madison Ave (SE corner),W 51 St & 6 Ave,40.752047777,-73.979179025,40.7606597,-73.98042047,1
286705,3 Ave & E 62 St,1 Ave & E 68 St,40.763045549,-73.965406418,40.76500525,-73.95818491,1
4958569,Watts St & Greenwich St,9 Ave & W 18 St,40.724251986,-74.009922028,40.74317449,-74.00366443,1
532910,5 Ave & E 93 St,E 54 St & 1 Ave,40.785909057,-73.957394719,40.756265,-73.964179,1
1957496,E 182 St & Morris Ave,Grand Concourse & E 175 St,40.856757402,-73.90264082,40.84627592921954,-73.90931278467178,1
4539476,W 40 St & 7 Ave,31 St & Thomson Ave,40.754931092,-73.988293648,40.74469738,-73.93540375,1
4114646,Valentine Ave & E 181 St,Grand Concourse & E 192 St,40.854227901,-73.899318099,40.86448,-73.89522,1
5001959,West St & Chambers St,12 Ave & W 125 St,40.71754834,-74.01322069,40.818299,-73.960405,84
3489779,N 12 St & Bedford Ave,Vernon Blvd & 31 Ave,40.72079821,-73.95484712,40.7692475,-73.9354504,9
3298955,Madison Ave & E 99 St,Park Ave & E 124 St,40.789684772,-73.952273965,40.8045555,-73.9396861,1
2477350,E 9 St & Avenue C,E 15 St & 3 Ave,40.725213,-73.977688,40.734232,-73.986923,3
2682386,Fulton St & Broadway,Pier 40 - Hudson River Park,40.710992694,-74.009435892,40.7277140777778,-74.01129573583603,1
4012848,Sterling Pl & New York Ave,Great Jones St,40.672350526,-73.947700024,40.72743423,-73.99379025,1
2752555,Grand Army Plaza & Plaza St West,Eastern Pkwy & Franklin Ave,40.672943115,-73.970840693,40.6707767,-73.9576801,1
3668001,President St & Henry St,Clinton Ave & Myrtle Ave,40.682754278,-73.999922991,40.693261,-73.968896,1
3591156,Park Ave & Marcus Garvey Blvd,Bedford Ave & Nassau Ave,40.698632121,-73.941352963,40.72311651,-73.95212324,1
2997855,Jackson Ave & 46 Rd,Crescent St & Broadway,40.745225072,-73.947235107,40.7633589,-73.9286471,1
2709921,Garfield Pl & 8 Ave,Carroll St & Washington Ave,40.671320915,-73.975096226,40.6686744,-73.9618148,1
275526,3 Ave & E 163 St,Lenox Ave & W 117 St,40.823785424,-73.908658266,40.8025566,-73.9490782,1
586845,6 Ave & W 33 St,Bushwick Ave & Powers St,40.74901271,-73.98848395,40.71247661,-73.94100005,2
3010755,Jefferson Ave & Evergreen Ave,Lafayette Ave & St James Pl,40.689879894,-73.914511204,40.68851534,-73.9647628,1
4979685,West End Ave & W 107 St,Riverside Dr & W 91 St,40.802174807,-73.968234181,40.79313480986663,-73.97700369358063,1
1709230,Dock 72 Way & Market St,Ashland Pl & Dekalb Ave,40.699736953,-73.971286058,40.690065,-73.978776,1
482241,49 St & 31 Ave,31 Ave & 14 St,40.758108377,-73.909840107,40.7682,-73.9322662,1
1434206,Central Park W & W 97 St,Dyckman St & Henshaw St,40.792760491,-73.964062572,40.867357,-73.92936,1
183379,2 Ave & E 125 St,E 128 St & 3 Ave,40.80254066,-73.933589458,40.805631,-73.934077,1
3803320,S 3 St & Bedford Ave,Pike St & E Broadway,40.712510943,-73.962830663,40.71406667,-73.99293911,1
2982908,Intervale Ave & Kelly St,Mount Eden Pkwy & Eastburn Ave,40.82739532,-73.896311045,40.842675,-73.908544,1
1824966,E 12 St & 3 Ave,Flushing Ave & Vanderbilt Ave,40.73223272,-73.98889957,40.69795031569544,-73.97077560424805,2
2995566,Isham St & Broadway,Seaman Ave & Isham St,40.867909431,-73.919611812,40.86989866194045,-73.92076313495636,1
3724460,River Ave & E 151 St,W 170 St & University Ave,40.822105527,-73.929008365,40.84207,-73.926075,1
2945679,Hope St & Union Ave,Withers St & Kingsland Ave,40.711669207,-73.951428056,40.71773,-73.94051,1
3848918,Scholes St & Manhattan Ave,W 22 St & 10 Ave,40.708687901,-73.944977045,40.74691959,-74.00451887,1
291175,3 Ave & E 62 St,E 68 St & 3 Ave,40.762993574,-73.9655931,40.76712840349542,-73.96224617958069,1
1374839,Catherine St & Monroe St,Lexington Ave & E 24 St,40.711215258,-73.996847272,40.74025878,-73.98409214,1
2634691,Frederick Douglass Blvd & W 115 St,W 100 St & Broadway,40.803896546,-73.95580852,40.7973721,-73.97041192,1
4525026,W 39 St & 9 Ave,Pike St & Monroe St,40.75645824,-73.99372222,40.71173107,-73.99193043,1
1901819,E 16 St & 5 Ave,W 181 St & Riverside Dr,40.73726186,-73.99238967,40.85168,-73.94186,2
3122731,Laight St & Hudson St,Great Jones St,40.721816659,-74.007140398,40.72743423,-73.99379025,1
3620981,Perry St & Greenwich Ave,Forsyth St & Grand St,40.735918,-74.000939,40.71779817737835,-73.99316132068634,10
3285752,Madison Ave & E 26 St,E 81 St & Park Ave,40.742491007,-73.986801386,40.77677702,-73.9590097,1
2300845,E 59 St & Madison Ave,5 Ave & E 78 St,40.76336503,-73.971143246,40.77632142182271,-73.96427392959595,1
2964324,Hudson St & W 13 St,W 26 St & 10 Ave,40.740351439,-74.00513649,40.749717753,-74.002950346,1
1054158,Bradhurst Ave & W 148 St,Bradhurst Ave & W 148 St,40.824928522,-73.941671491,40.825125,-73.941616,1
1489109,Christopher St & Greenwich St,Washington St & Laight St,40.732849598,-74.007170916,40.72231,-74.0106,1
3196099,Lexington Ave & E 127 St,W 120 St & Claremont Ave,40.805799961,-73.936316252,40.8109494,-73.9634,1
1924774,E 167 St & Franklin Ave,E 161 St & River Ave,40.828937888,-73.905259013,40.827883,-73.927111,1
2877780,Greenwich St & W Houston St,West Thames St,40.728678584,-74.00827539,40.70834698,-74.01713445,1
1529988,Clinton Ave & Flushing Ave,West St & Liberty St,40.697970867,-73.969841957,40.711444,-74.014847,1
2963815,Hudson St & W 13 St,W 12 St & Hudson St,40.740195274,-74.005173802,40.73752993301071,-74.00558933615685,1
2614133,Franklin Ave & St Marks Ave,St Johns Pl & Utica Ave,40.6758324,-73.9561677,40.6705,-73.9308,1
960082,Barrow St & Hudson St,E 59 St & Madison Ave,40.731790423,-74.007049084,40.76350532,-73.97109243,1
5035425,White St & Moore St,Greene Ave & Grandview Ave,40.704508,-73.9351,40.709697,-73.907856,3
2321092,E 60 St & York Ave,43 St & Broadway,40.759400129,-73.959050059,40.7577284,-73.9166368,1
3357552,Menahan St & Seneca Ave,Menahan St & Seneca Ave,40.704658866,-73.910582423,40.70461,-73.91054,1
920877,Ave A & E 11 St,Thompson St & Bleecker St,40.728841305,-73.981623769,40.72840059450829,-73.99968780577183,1
1490181,Church Ave & McDonald Ave,Willoughby Ave & Walworth St,40.642809,-73.979239,40.69331716,-73.95381995,1
621608,6 St & 7 Ave,6 St & 7 Ave,40.668447971,-73.979982734,40.6686627,-73.97988067,1
1846532,E 132 St & Madison Ave,E 132 St & Madison Ave,40.810090303,-73.93716526,40.810224,-73.937195,1
1565550,Columbia Heights & Cranberry St,Berkeley Pl & 6 Ave,40.700379,-73.995481,40.67653,-73.978469,2
830109,Allen St & Stanton St,N 6 St & Bedford Ave,40.721768141,-73.989174604,40.71745169,-73.95850939,1
546476,50 St & Barnett Ave,30 Ave & 47 St,40.749908566,-73.913543224,40.761294,-73.909562,1
111138,10 St & 7 Ave,Berkeley Pl & 7 Ave,40.666212678,-73.981822491,40.675146838709786,-73.97523209452629,1
2834616,Greene Ave & Grandview Ave,Bayard St & Leonard St,40.709638596,-73.90783906,40.71915571696044,-73.94885390996933,1
2886641,Halsey St & Tompkins Ave,Broadway & Madison St,40.682445049,-73.943996429,40.68822,-73.91966,1
65109,1 Ave & E 68 St,E 95 St & 3 Ave,40.765016913,-73.958094478,40.7849032,-73.950503,1
1987686,E 20 St & 2 Ave,E 14 St & 1 Ave,40.735859871,-73.982037067,40.73139303364151,-73.98286700248718,1
1149013,Broadway & W 160 St,W 192 St & University Ave,40.835691333,-73.943587661,40.866899,-73.901942,1
3463222,Murray St & Greenwich St,Vesey Pl & River Terrace,40.71485150526252,-74.01122331619263,40.7153379,-74.01658354,686
4610057,W 45 St & 8 Ave,Frederick Douglass Blvd & W 112 St,40.75944972,-73.98890686,40.801694,-73.957145,1
1884018,E 15 St & 3 Ave,Fulton St & Waverly Ave,40.734232,-73.986923,40.68323865460341,-73.96599590778351,3
1070115,Broadway & Battery Pl,North Moore St & Greenwich St,40.704633117,-74.013704658,40.72019521437465,-74.0103006362915,1
1876699,E 149 St & Jackson Ave,Lincoln Ave & E 138 St,40.813174605,-73.909240484,40.810893,-73.927311,1
1714130,Dock St & Front St,N 6 St & Bedford Ave,40.70287478,-73.992559671,40.71745169,-73.95850939,1
1902601,E 16 St & 5 Ave,W 4 St & 7 Ave S,40.736958027,-73.992596149,40.73401143,-74.00293877,1
403048,38 St & 30 Ave,38 St & 30 Ave,40.764064193,-73.915890217,40.764174520197685,-73.91583994030952,1
4195597,W 11 St & 6 Ave,W 27 St & 7 Ave,40.73524344,-73.997846723,40.746647,-73.993915,1
1647196,Cumberland St & Lafayette Ave,Canal St & Rutgers St,40.687623024,-73.972614527,40.71427487,-73.98990025,1
2449730,E 88 St & 1 Ave,24 St & 41 Ave,40.778301,-73.9488134,40.752474,-73.939991,2
2770449,Grand Concourse & E 164 St,Grand Concourse & E 166 St,40.829606533,-73.92149353,40.83196,-73.91956,1
2453529,E 88 St & 1 Ave,Lexington Ave & E 111 St,40.77822566,-73.948640823,40.7954121,-73.9441232,1
4850327,W Broadway & W Houston St,11 Ave & Prospect Ave,40.7261585,-74.000383615,40.65629,-73.977335,1
2653298,Front St & Gold St,Metropolitan Ave & Meeker Ave,40.702352405,-73.982633233,40.71413311,-73.95234386,1
4810299,W 84 St & Columbus Ave,W 55 St & 6 Ave,40.785212636,-73.973002672,40.763189,-73.978434,1
4079184,Union Ave & N 12 St,Lafayette Ave & St James Pl,40.71924,-73.95242,40.68851534,-73.9647628,13
3495608,N 6 St & Bedford Ave,Driggs Ave & N 9 St,40.717476964,-73.958551526,40.71816969454208,-73.95520135760307,1
1118139,Broadway & Madison St,Bushwick Ave & Linden St,40.688142657,-73.919471145,40.69146,-73.92146,1
1526578,Cliff St & Fulton St,Pacific St & Nostrand Ave,40.708325863,-74.004831314,40.6776,-73.94963,1
1449669,Central Park West & W 72 St,E 72 St & Park Ave,40.775968194,-73.975925684,40.77118287540658,-73.96409422159195,1
2152270,E 41 St & Madison Ave (SW corner),E 51 St & 1 Ave,40.752425432,-73.979906797,40.75455731,-73.96592976,1
4852625,W Broadway & W Houston St,Leonard St & Maujer St,40.726135492,-74.000262737,40.7103685423523,-73.94705951213837,1
100513,10 Ave & W 28 St,E 2 St & Avenue B,40.750285387,-74.002100229,40.72217444,-73.98368779,1
449619,45 Ave & 21 St,1 Ave & E 68 St,40.747361779,-73.947910547,40.76500525,-73.95818491,1
3792888,Rutgers St & Henry St,1 Ave & E 6 St,40.71332151208186,-73.99009689688683,40.72633085971696,-73.98616880178452,96
958805,Barrow St & Hudson St,Avenue D & E 10 St,40.731746316,-74.00675571,40.72506551015475,-73.97515833377838,1
1781098,E 106 St & Lexington Ave,E 106 St & Lexington Ave,40.791978717,-73.945994735,40.791976,-73.945993,1
4292408,W 163 St & Edgecombe Ave,5 Av & W 139 St,40.83585,-73.937670112,40.815484,-73.935856,1
4475703,W 34 St & Hudson Blvd E,Lexington Ave & E 24 St,40.755240202,-74.00089097,40.74025878,-73.98409214,1
2493973,E 93 St & 2 Ave,E 75 St & 3 Ave,40.782461524,-73.949113131,40.77112927,-73.95772297,1
2160367,E 44 St & 2 Ave,E 16 St & 5 Ave,40.751280904,-73.971880913,40.73726186,-73.99238967,1
1003199,Bergen St & Smith St,Duffield St & Willoughby St,40.686971426,-73.991109252,40.69221589,-73.9842844,1
2258296,E 54 St & 1 Ave,Barclay St & Church St,40.756265,-73.964179,40.71291224,-74.01020234,4
2570039,Flatbush Ave & Ocean Ave,16th St & 4th Ave,40.663657,-73.963014,40.666197,-73.992466,27
3029435,John St & William St,Schermerhorn St & Court St,40.708659291,-74.006907225,40.69102925677968,-73.99183362722397,1
4401951,W 26 St & 10 Ave,1 Ave & E 78 St,40.749772549,-74.003499031,40.77140426,-73.9535166,1
3595638,Park Cir & East Dr,Chester Ave & 12 Ave,40.651566,-73.972212,40.644367,-73.984276,55
3861601,Sheridan Ave & E 168 St,Sheridan Ave & E 168 St,40.83529377,-73.915457606,40.835334,-73.9154,1
5024663,West Thames St,W 30 St & 10 Ave,40.708396912,-74.017237663,40.752694,-74.002353,1
4683795,W 53 St & 10 Ave,2 Ave & E 29 St,40.766807914,-73.990544915,40.74172351097472,-73.97809267044067,1
2608374,Franklin Ave & E 169 St,Southern Blvd & E 175 St,40.831689596,-73.902094483,40.839335,-73.886445,1
3124266,Lawrence St & Willoughby St,8 Ave & W 16 St,40.692212462,-73.986040831,40.740983,-74.001702,1
3024307,Jerome Ave & W 195 St,Grand Concourse & E 196 St,40.868946433,-73.896464825,40.86767,-73.89286,1
1018008,Berkeley Pl & 7 Ave,Harrison St & Hudson St,40.675323009,-73.97533536,40.71870987,-74.0090009,1
4284595,W 16 St & The High Line,Bleecker St & Crosby St,40.743377924,-74.006738544,40.72615604980408,-73.99510189890862,1
1824248,E 12 St & 3 Ave,E 12 St & Ave C,40.732304215,-73.98883903,40.727243,-73.976831,1
205682,2 Ave & E 72 St,Columbus Ave & W 72 St,40.768310666,-73.95865202,40.7770575,-73.97898475,1
3350602,Melrose St & Broadway,Central Ave & Melrose St,40.69748199,-73.935869813,40.70112,-73.93039,1
16240,1 Ave & E 18 St,Lexington Ave & E 36 St,40.733922601,-73.980560541,40.7475739589548,-73.9788007736206,1
1810397,E 115 St & Madison Ave,Stanton St & Mangin St,40.798913002,-73.944671273,40.71782143,-73.97628939,1
661305,7 Ave S & Bleecker St,W 35 St & 8 Ave,40.731690407,-74.003905058,40.752762088742045,-73.99280458705107,1
1985750,E 2 St & Avenue C,Water St &  Fletcher St,40.720874,-73.980858,40.706411,-74.005597,1
4181008,W 106 St & Amsterdam Ave,W 64 St & Thelonious Monk Circle,40.800520539,-73.966219425,40.77515953434235,-73.98918695747852,1
797645,Adelphi St & Myrtle Ave,Lafayette Ave & Ft Greene Pl,40.692997217,-73.971786857,40.68700231292619,-73.97664964199066,1
1647539,Cumberland St & Lafayette Ave,Cumberland St & Lafayette Ave,40.687581897,-73.972714901,40.68753406,-73.97265183,1
3423336,Morgan Ave & Maspeth Ave,Banker St & Meserole Ave,40.716494799,-73.936327457,40.72606,-73.95621,1
700281,8 Ave & W 33 St,E 44 St & 2 Ave,40.752042174,-73.993519425,40.75118387463277,-73.97138714790344,1
531553,5 Ave & E 93 St,9 Ave & W 45 St,40.785651565,-73.957582831,40.76019252,-73.9912551,1
601551,6 Ave & W 34 St,E 47 St & Park Ave,40.749585271,-73.987997055,40.75510267,-73.97498696,1
1175803,Broadway & W 29 St,E 41 St & Madison Ave (SE corner),40.7462009,-73.98855723,40.752049,-73.979635,330
313994,3 St & 7 Ave,Warren St & Smith St,40.670351028,-73.978367209,40.68542400997018,-73.99127773940563,1
3104608,Lafayette St & E 8 St,Ave A & E 14 St,40.730214357,-73.990951777,40.73031071000895,-73.98047178983688,1
1594843,Columbus Ave & W 95 St,E 93 St & 2 Ave,40.792011499,-73.968112588,40.782454175279874,-73.9489196240902,1
2995930,Isham St & Broadway,W 218 St & Indian Rd,40.867771149,-73.919677377,40.873054589370895,-73.91837194561958,1
2869553,Greenwich St & Perry St,Warren St & W Broadway,40.734708548,-74.006992459,40.71473993,-74.00910627,1
3527139,Nevins St & Schermerhorn St,Nevins St & Schermerhorn St,40.687554717,-73.981645107,40.68737247650719,-73.98176059126854,1
2297247,E 58 St & Madison Ave,E 51 St & 1 Ave,40.76295042,-73.972225785,40.75455731,-73.96592976,1
3590085,Park Ave & E 162 St,E 170 St & Webster Ave,40.82573092,-73.915606856,40.83617913677475,-73.90730146322765,1
4395693,W 25 St & 6 Ave,Central Park West & W 68 St,40.743832707,-73.991354465,40.7734066,-73.97782542,1
2850764,Greenpoint Ave & Manhattan Ave,Columbia St & Rivington St,40.730339766,-73.953941584,40.71739973,-73.98016555,1
981409,Bedford Ave & Montgomery St,6 Ave & 9 St,40.665871501,-73.956915736,40.668127,-73.98377641,1
2547713,Edgecombe Ave & W 167 St,Jerome Ave & E Mosholu Parkway S,40.838260174,-73.936041236,40.87935,-73.88534,1
2143030,E 41 St & Madison Ave (SE corner),9 Ave & W 18 St,40.752706528,-73.978863716,40.74317449,-74.00366443,1
3246758,Longwood Ave & Southern Blvd,E 141 St & Jackson Ave,40.816343,-73.896447,40.806896,-73.911837,3
1128879,Broadway & Roebling St,E 41 St & Madison Ave (SW corner),40.70924826276157,-73.96063148975372,40.752165280621966,-73.97992193698882,11
560308,58 St & 32 Ave,28 Ave & 44 St,40.75574,-73.903427,40.76408932350688,-73.91065120697021,6
1552055,Clinton St & Joralemon St,Clinton St & Joralemon St,40.692323208,-73.993200302,40.69239502,-73.99337909,1
2334145,E 66 St & Madison Ave,E 66 St & Madison Ave,40.76807332,-73.968493223,40.76800889305947,-73.96845281124115,1
3727433,River Ter & Warren St,Broadway & Morris St,40.71759894980997,-74.01587963104248,40.705945132708806,-74.01321887969969,37
3116386,Lafayette St & Jersey St,E 5 St & Avenue C,40.724678755,-73.995815635,40.72299208,-73.97995466,1
3992045,State St & Smith St,E 22 St & 2 Ave,40.68917,-73.9886,40.73716919369882,-73.98122549057007,4
3439381,Morton St & Washington St,5 Ave & W 126 St,40.73129189,-74.00807941,40.80722,-73.9418,1
2223589,E 50 St & Park Ave,W 70 St & Amsterdam Ave,40.757265091,-73.974605799,40.77748046,-73.98288594,1
2443095,E 85 St & 3 Ave,Frederick Douglass Blvd & W 115 St,40.778077483,-73.95414722,40.8038654,-73.9559308,1
2106359,E 39 St & 2 Ave,W 37 St & 5 Ave,40.748243451,-73.974186182,40.75038009,-73.98338988,1
2484134,E 91 St & 2 Ave,E 91 St & 2 Ave,40.781349182,-73.950365901,40.78115276427916,-73.94963040947914,1
1104143,Broadway & E 21 St,E 23 St & 1 Ave,40.740222096,-73.989441633,40.736502,-73.97809472,1
4876065,Walton Ave & E 153 St,W 42 St & 6 Ave,40.822351,-73.926907,40.75492,-73.98455,2
3981270,Stanton St & Chrystie St,W 111 St & 5 Ave,40.722293615,-73.99143374,40.79752078124756,-73.9489397406578,1
3053713,Kent St & McGuinness Blvd,Riverside Dr & W 72 St,40.731250763,-73.951559544,40.78057799010334,-73.98562431335449,1
2803407,Grand St & Greene St,E 84 St & 1 Ave,40.72170005235607,-74.00238141417502,40.77565541,-73.95068615,1
2315345,E 6 St & Avenue B,Walker St & Baxter St,40.724671721,-73.982058525,40.717411,-73.999573,1
1276445,Broadway\t& W 48 St,W 27 St & 7 Ave,40.760175705,-73.984628439,40.746647,-73.993915,1
1811003,E 116 St & 2 Ave,3 Ave & E 100 St,40.796804786,-73.937131047,40.7877214,-73.94728331,1
1174981,Broadway & W 29 St,E 23 St & 1 Ave,40.746516228,-73.988575697,40.736502,-73.97809472,1
4518387,W 37 St & 5 Ave,Madison Av & E 51 St,40.750805378,-73.983057737,40.75863,-73.97513,1
2900058,Hanson Pl & Ashland Pl,Carlton Ave & Park Ave,40.6851089,-73.977634907,40.69580705,-73.97355569,1
4024884,Suffolk St & Stanton St,E 25 St & 2 Ave,40.720536113,-73.985212207,40.73912601,-73.97973776,1
2896838,Hancock St & Stuyvesant Ave,Hanson Pl & Ashland Pl,40.68454,-73.9322,40.68506807308177,-73.97790759801863,4
2576830,Flushing Ave & Vanderbilt Ave,Division St & Bowery,40.698038459,-73.970715165,40.714193,-73.996732,1
2930,1 Ave & E 110 St,Lenox Ave & W 126 St,40.792353272,-73.938169956,40.808442,-73.9452087,1
259645,28 Ave & 35 St,Steinway St & 28 Ave,40.767285824,-73.917232752,40.7656251,-73.9136695,1
1529338,Clinton Ave & Flushing Ave,Menahan St & Seneca Ave,40.697979689,-73.969831824,40.70461,-73.91054,1
2094440,E 35 St & Madison Ave,12 Ave & W 40 St,40.748545408,-73.982759953,40.76087502,-74.00277668,1
4419387,W 27 St & 7 Ave,E 59 St & Madison Ave,40.746647,-73.993915,40.76350532,-73.97109243,29
3227575,Lincoln Ave & E 134 St,6 Ave & W 45 St,40.808484,-73.928803,40.756951,-73.982631,2
